Participant	Gender	First_Gen	Bio340_at_ASU	Ethnicity	RecitationPair_Time	Grade	Letter_Grade	Pre_1	Pre_2	Pre_3	Pre_4	Pre_5	Pre_6	Pre_7	Pre_8	Pre_9	Pre_10	Pre_11	Pre_12	Pre_13	Pre_14	Pre_15	Pre_16	Pre_17	Pre_18	Pre_19	Pre_20	Pre_21	Pre_22	Post_1	Post_2	Post_3	Post_4	Post_5	Post_6	Post_7	Post_8	Post_9	Post_10	Post_11	Post_12	Post_13	Post_14	Post_15	Post_16	Post_17	Post_18	Post_19	Post_20	Post_21	Post_22	Exam3_Q23	Exam3_Q24	Exam3_Q25	Final_Q25
217	F	N	Y	6	Pair1_430	0.912333333	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	NA
218	M	N	Y	2	Pair2_300	0.783333333	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
219	F	N	Y	6	Pair2_300	0.801	B	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0
220	M	Y	Y	4	Pair1_430	0.786333333	C	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
221	M	N	N	4	Pair1_600	0.842570281	B	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1
222	M	N	Y	6	Pair2_430	0.812759036	B	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1
223	M	N	Y	2	Pair1_730	0.898285141	A	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
224	M	N	Y	4	Pair2_600	0.803016064	B	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
225	F	Y	Y	2	Pair2_300	0.476666667	E	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
226	F	N	Y	6	Pair2_430	0.734666667	C	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
227	F	N	Y	6	Pair2_730	0.625176707	D	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	F	Y	Y	6	Pair1_430	0.784654618	C	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	F	N	Y	6	Pair2_600	0.7	C	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
230	F	N	Y	4_6	Pair2_430	0.825	B	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
231	M	N	Y	5_6	Pair2_300	0.835	B	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
232	F	N	Y	2	Pair2_600	0.609204819	D	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0
233	F	N	Y	2	Pair2_300	0.781863454	C	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0
234	F	Y	Y	6	Pair2_600	0.702666667	C	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0
235	F	N	Y	3	Pair1_430	0.75639759	C	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	1
236	F	N	Y	6	Pair1_300	0.907674699	A	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1
237	F	N	Y	6	Pair2_430	0.901293173	A	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
238	F	N	Y	2	Pair2_600	0.872646586	B	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
239	F	N	Y	6	Pair1_730	0.878036145	B	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
240	F	N	Y	6	Pair2_600	0.879702811	B	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
241	F	Y	Y	4	Pair2_600	0.729349398	C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
242	F	N	Y	6	Pair2_300	0.898341365	A	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
243	M	N	Y	6	Pair2_600	0.891779116	B	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
244	M	N	Y	6	Pair1_430	0.900417671	A	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
245	M	N	Y	2	Pair2_430	0.787084337	C	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
246	M	Y	Y	2	Pair1_300	0.806445783	B	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1
247	F	N	Y	6	Pair1_600	0.941	A	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
248	F	N	Y	6	Pair2_300	0.817666667	B	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
249	F	N	Y	6	Pair2_300	0.916666667	A	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
250	F	N	Y	6	Pair1_730	0.912333333	A	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA
251	F	Y	Y	6	Pair2_600	0.947666667	A	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA
252	F	N	Y	6	Pair2_730	0.823	B	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
253	F	N	Y	6	Pair1_300	0.818	B	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
254	F	N	Y	2	Pair2_600	0.726666667	C	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
255	F	N	Y	6	Pair2_300	0.845666667	B	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
256	F	N	Y	6	Pair2_430	0.919333333	A	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	M	Y	Y	6	Pair2_730	0.817333333	B	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA
258	M	N	Y	4	Pair1_430	0.85	B	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
259	M	N	Y	6	Pair2_300	0.954	A	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA
260	M	N	Y	6	Pair1_600	0.96	A	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
261	M	N	Y	4	Pair2_300	0.927333333	A	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
262	M	N	Y	6	Pair1_300	0.932	A	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
263	M	Y	Y	6	Pair1_600	0.833959839	B	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA
264	M	Y	Y	4	Pair2_600	0.901333333	A	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA
265	F	N	Y	2	Pair2_600	0.751815261	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
266	F	N	Y	6	Pair1_430	0.711863454	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
267	M	N	Y	6	Pair2_730	0.784321285	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
268	M	N	Y	6	Pair1_730	0.73	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	1
269	F	N	Y	6	Pair2_730	0.747666667	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA
